date,pm25
2020-09-23,74
2020-09-24,108
2020-09-25,133
2020-09-26,143
2020-09-27,115
2020-09-28,154
2020-09-29,155
2020-09-30,149
2020-10-01,153
2020-10-02,162
2020-10-03,161
2020-10-04,160
2020-10-05,159
2020-10-06,159
2020-10-07,171
2020-10-08,167
2020-10-09,168
2020-10-10,173
2020-10-11,177
2020-10-12,237
2020-10-13,192
2020-10-14,198
2020-10-15,193
2020-10-16,190
2020-10-17,197
2020-10-18,178
2020-10-19,183
2020-10-20,184
2020-10-21,177
2020-10-22,223
2020-10-23,269
2020-10-24,225
2020-10-25,225
2020-10-26,221
2020-10-27,236
2020-10-28,247
2020-10-29,291
2020-10-30,265
2020-10-31,318
2020-11-01,297
2020-11-02,214
2020-11-03,201
2020-11-04,344
2020-11-05,343
2020-11-06,287
2020-11-07,370
2020-11-08,372
2020-11-09,518
2020-11-10,493
2020-11-11,240
2020-11-12,224
2020-11-13,257
2020-11-14,451
2020-11-15,377
2020-11-16,169
2020-11-17,166
2020-11-18,192
2020-11-19,202
2020-11-20,221
2020-11-21,194
2020-11-22,221
2020-11-23,267
2020-11-24,285
2020-11-25,324
2020-11-26,187
2020-11-27,155
2020-11-28,193
2020-11-29,206
2020-11-30,259
2020-12-01,306
2020-12-02,272
2020-12-03,272
2020-12-04,297
2020-12-05,328
2020-12-06,297
2020-12-07,372
2020-12-08,301
2020-12-09,265
2020-12-10,217
2020-12-11,222
2020-12-12,288
2020-12-13,184
2020-12-14,166
2020-12-15,194
2020-12-16,178
2020-12-17,192
2020-12-18,192
2020-12-19,229
2020-12-20,224
2020-12-21,252
2020-12-22,368
2020-12-23,410
2020-12-24,385
2020-12-25,305
2020-12-26,323
2020-12-27,355
2020-12-28,173
2020-12-29,210
2020-12-30,224
2020-12-31,297
